City_Name,State,Year,Population,Job_Postings,College_Count,Skill_Center_Count,Green_Cover_Percentage,Internet_Penetration_Rate,Startup_Count,Road_Connectivity_Score,Public_Transport_Availability,Affordability_Index,Opportunity_Access_Score
Itanagar,Arunachal Pradesh,2021,1749026,4365,81,35,35.94,40.25,953,39.63,69.07,3.84,88.98
Jabalpur,Madhya Pradesh,2020,866896,7063,10,7,42.02,82.19,299,55.11,8.22,81.02,8.85
Aizawl,Mizoram,2025,311820,29145,94,13,10.06,75.78,679,26.36,14.42,1.84,84.05
Moradabad,Uttar Pradesh,2022,1814163,34185,15,45,30.78,80.12,262,41.99,37.83,49.68,7.32
Saharanpur,Uttar Pradesh,2020,1766128,37661,82,3,55.44,48.89,468,29.3,39.75,74.43,95.55
Jamnagar,Gujarat,2025,1491189,46654,63,30,58.59,81.81,964,25.47,18.39,51.52,60.61
Tumkur,Karnataka,2024,293186,6282,42,16,32.09,44.69,256,80.94,40.18,57.78,26.97
Durgapur,West Bengal,2023,1442808,45782,75,33,55.81,89.98,362,53.37,64.06,55.74,55.94
Madurai,Tamil Nadu,2023,373722,38822,92,25,31.98,70.97,703,87.73,73.77,10.01,46.48
Imphal,Manipur,2024,1511209,18921,18,26,38.49,44.86,340,87.49,21.15,31.06,40.58
Silchar,Assam,2022,137860,6580,74,42,18.0,85.46,820,7.72,9.61,78.49,85.23
Bhavnagar,Gujarat,2021,1673525,678,92,44,40.9,51.77,228,75.03,22.77,83.25,56.81
Moradabad,Uttar Pradesh,2023,1048699,45620,52,25,47.33,71.19,618,34.91,17.96,29.98,11.53
Meerut,Uttar Pradesh,2024,1609486,19035,92,5,51.4,52.67,927,48.62,56.65,38.22,62.0
Bilaspur,Chhattisgarh,2025,368421,10341,1,7,15.47,56.43,816,32.0,39.82,9.45,54.91
Silchar,Assam,2024,315327,9227,7,45,14.43,82.77,44,17.3,18.8,89.97,23.62
Vellore,Tamil Nadu,2022,305020,49485,34,45,48.53,88.69,435,51.53,35.3,57.35,32.54
Moradabad,Uttar Pradesh,2020,1801109,2705,63,5,59.51,94.18,513,30.81,55.71,50.92,51.81
Puducherry,Puducherry,2023,1530858,49612,77,9,35.77,54.04,691,83.98,4.88,12.53,55.64
Thanjavur,Tamil Nadu,2024,251032,15450,65,7,23.23,47.97,738,4.4,82.07,19.9,53.16
Jabalpur,Madhya Pradesh,2025,918313,18540,62,33,57.32,64.51,341,65.19,63.07,51.77,37.92
Tiruchirappalli,Tamil Nadu,2024,661783,42385,6,42,25.5,64.18,791,27.93,26.38,23.78,97.96
Puducherry,Puducherry,2022,742396,21984,66,11,49.94,88.2,359,98.77,8.59,16.86,47.98
Port Blair,Andaman and Nicobar Islands,2023,1875007,47004,61,9,41.93,86.48,516,7.91,79.99,92.29,38.73
Bilaspur,Chhattisgarh,2024,128341,3880,16,1,22.29,73.27,956,13.62,5.25,77.54,90.47
Amravati,Maharashtra,2023,1887830,43418,22,21,35.76,89.05,537,10.34,80.92,64.14,58.06
Nanded,Maharashtra,2023,1688135,17762,70,12,19.85,40.89,378,13.88,64.93,90.93,11.45
Kakinada,Andhra Pradesh,2020,1911041,17851,23,24,47.91,56.92,356,7.3,17.97,27.38,75.99
Madurai,Tamil Nadu,2025,555278,27474,80,40,32.75,68.15,468,55.61,35.81,44.49,59.41
Warangal,Telangana,2021,1184493,24211,66,4,50.48,90.47,495,15.24,43.89,5.37,63.43
Shillong,Meghalaya,2021,1853115,45665,78,9,55.73,51.92,260,3.32,92.27,47.96,21.01
Port Blair,Andaman and Nicobar Islands,2020,619949,40428,69,47,26.17,74.94,356,47.28,39.08,6.32,49.38
Vijayawada,Andhra Pradesh,2024,206537,12861,27,29,38.99,67.7,103,63.18,16.38,5.33,86.78
Kozhikode,Kerala,2024,1461887,6862,88,32,31.74,73.13,250,89.7,51.96,94.29,35.33
Ujjain,Madhya Pradesh,2024,778387,18274,24,23,56.97,59.34,67,40.16,63.61,73.32,2.29
Dehradun,Uttarakhand,2024,1161560,927,68,24,41.54,72.48,487,1.75,48.34,99.66,34.9
Moradabad,Uttar Pradesh,2025,1263555,16964,38,41,12.48,48.04,874,86.36,25.11,68.28,60.76
Kolhapur,Maharashtra,2020,1888442,2119,57,6,57.94,40.8,63,33.99,66.3,54.68,4.85
Vellore,Tamil Nadu,2022,1057859,14220,59,25,57.38,53.6,877,34.72,10.86,36.08,79.8
Kolhapur,Maharashtra,2025,1103658,42148,26,26,51.03,77.84,782,35.03,87.77,70.78,75.63
Tirupati,Andhra Pradesh,2023,1489400,36309,89,26,55.03,80.22,936,40.94,68.38,16.56,53.86
Kozhikode,Kerala,2024,1644468,11383,86,49,34.37,85.97,80,16.53,89.33,39.0,84.38
Puducherry,Puducherry,2025,1784322,14471,69,40,21.68,60.83,797,38.12,16.67,77.95,98.99
Tumkur,Karnataka,2021,1541923,19299,27,47,47.27,59.06,491,6.51,32.06,91.73,25.03
Shillong,Meghalaya,2022,482273,18030,87,28,52.48,86.25,689,55.75,4.65,39.35,39.9
Gwalior,Madhya Pradesh,2024,376356,31970,7,16,33.14,51.04,26,28.93,11.2,95.36,74.06
Nellore,Andhra Pradesh,2022,255966,18872,85,10,32.98,76.97,384,93.65,2.58,58.03,59.74
Jalandhar,Punjab,2020,488077,2839,85,39,31.89,76.92,246,50.99,83.83,55.45,31.37
Durgapur,West Bengal,2020,1805912,28136,42,12,41.64,76.53,372,97.48,52.74,12.96,81.07
Aizawl,Mizoram,2021,285988,10637,24,28,36.92,40.87,843,70.64,90.89,63.21,31.45
Kakinada,Andhra Pradesh,2020,1885024,3995,54,2,16.63,49.8,13,82.11,6.95,24.39,76.46
Durgapur,West Bengal,2021,569839,28626,55,6,44.52,57.19,806,61.89,52.88,36.63,78.88
Rajahmundry,Andhra Pradesh,2025,1289541,12697,14,35,51.7,42.24,263,65.54,92.69,59.97,79.9
Meerut,Uttar Pradesh,2023,150950,3365,24,31,34.12,86.3,645,95.27,89.66,44.33,63.76
Tumkur,Karnataka,2025,1496370,23526,11,7,14.52,73.53,697,33.48,13.54,79.96,46.19
Puducherry,Puducherry,2025,1699937,41900,74,32,44.57,93.86,437,68.65,4.7,3.79,3.17
Ranchi,Jharkhand,2024,111452,33742,1,17,32.26,74.77,427,83.85,35.02,39.96,78.23
Warangal,Telangana,2021,1447407,41277,23,29,27.48,85.05,892,50.7,40.85,93.09,8.95
Silchar,Assam,2025,197139,30312,88,10,41.4,41.56,592,41.23,57.16,3.31,79.16
Muzaffarpur,Bihar,2023,1699071,30290,84,42,59.49,62.58,264,23.22,84.82,31.2,40.23
Moradabad,Uttar Pradesh,2020,1019900,44866,43,8,12.45,50.62,382,92.06,50.03,22.67,0.29
Muzaffarpur,Bihar,2022,1534291,35340,76,7,16.99,51.4,454,56.45,45.26,45.8,58.97
Nellore,Andhra Pradesh,2023,1145027,7608,97,37,17.09,78.13,446,90.55,4.95,11.93,2.76
Kakinada,Andhra Pradesh,2021,831949,17428,84,34,50.12,88.65,796,84.45,34.57,34.33,94.43
Ujjain,Madhya Pradesh,2023,776446,18959,36,26,26.17,48.45,676,91.19,46.56,52.61,33.03
Vijayawada,Andhra Pradesh,2024,690317,22084,22,16,27.47,48.31,752,83.62,49.28,40.67,61.48
Shillong,Meghalaya,2024,1850368,13181,3,38,43.73,66.42,674,33.83,66.07,76.9,35.6
Meerut,Uttar Pradesh,2022,996806,35468,13,39,42.23,42.09,323,27.72,36.95,45.96,77.46
Vijayawada,Andhra Pradesh,2025,404591,9159,69,49,36.99,53.66,410,92.61,30.8,57.5,32.18
Kolhapur,Maharashtra,2022,189109,18382,53,39,37.88,76.58,358,12.96,62.77,50.99,67.77
Tirupati,Andhra Pradesh,2024,1555289,49885,53,20,18.56,73.47,570,53.66,71.09,61.3,42.39
Ujjain,Madhya Pradesh,2024,1974856,40582,82,22,21.28,44.75,935,38.43,1.23,90.31,10.44
Madurai,Tamil Nadu,2022,1792354,49664,97,49,48.52,72.03,350,72.82,58.53,69.93,70.99
Thanjavur,Tamil Nadu,2024,1104024,31664,9,36,13.53,62.69,945,26.6,5.94,54.39,52.16
Kozhikode,Kerala,2022,1000535,7405,8,36,38.48,54.31,555,86.05,84.0,71.87,50.03
Imphal,Manipur,2023,1227990,10139,22,20,51.9,47.74,949,25.57,44.81,98.65,57.32
Itanagar,Arunachal Pradesh,2022,784303,41379,82,41,34.33,82.11,761,6.74,60.48,78.52,40.38
Itanagar,Arunachal Pradesh,2022,1381441,49120,29,4,23.16,43.9,337,51.45,68.33,8.55,87.01
Vellore,Tamil Nadu,2020,1582121,10811,26,42,36.01,94.82,514,33.53,88.48,51.85,40.13
Rohtak,Haryana,2023,1552857,15402,48,44,23.21,70.98,479,15.01,51.17,87.25,58.99
Hubli,Karnataka,2022,194358,45999,94,28,29.02,49.93,267,36.83,20.49,43.84,44.37
Ujjain,Madhya Pradesh,2021,1634105,20732,23,17,38.76,55.09,506,66.59,49.89,78.81,31.27
Kolhapur,Maharashtra,2022,1156470,26563,88,14,17.45,43.06,962,2.78,52.59,33.71,96.38
Amravati,Maharashtra,2021,1547589,33065,36,16,13.99,85.73,866,63.06,69.71,99.14,59.32
Ujjain,Madhya Pradesh,2022,1873851,44634,82,47,33.39,75.35,385,94.49,55.12,64.96,3.49
Aizawl,Mizoram,2023,494490,48866,39,31,57.18,91.11,272,47.53,41.97,85.7,68.0
Kakinada,Andhra Pradesh,2022,1399870,19782,24,46,33.94,42.32,511,63.5,92.11,81.3,22.16
Visakhapatnam,Andhra Pradesh,2020,431049,22826,26,3,58.93,41.37,164,22.96,82.85,24.84,5.47
Vijayawada,Andhra Pradesh,2023,240833,8061,46,6,25.64,68.78,529,89.01,72.25,14.48,43.86
Rohtak,Haryana,2025,1433144,27792,61,37,48.28,60.79,465,0.35,89.15,73.69,17.21
Agartala,Tripura,2025,934196,26691,96,18,32.88,65.75,291,79.73,32.17,8.74,16.21
Nanded,Maharashtra,2021,594117,33328,72,2,31.6,45.82,660,28.66,91.18,45.51,80.37
Dehradun,Uttarakhand,2021,1703088,5423,48,18,37.5,48.35,508,12.84,62.27,32.09,64.83
Solapur,Maharashtra,2023,281398,26174,7,47,18.14,76.63,893,54.15,15.71,26.35,95.51
Nanded,Maharashtra,2023,805135,15464,79,40,23.1,92.66,269,91.67,36.09,41.88,76.11
Vijayawada,Andhra Pradesh,2023,1710337,37342,39,5,23.24,42.48,308,2.34,13.82,85.74,75.59
Tiruchirappalli,Tamil Nadu,2022,1937008,8858,8,21,11.87,65.97,4,15.32,25.11,50.23,35.87
Muzaffarpur,Bihar,2024,755304,31825,7,42,27.35,63.04,521,29.77,65.48,21.18,90.76
Saharanpur,Uttar Pradesh,2023,425886,7954,31,44,23.49,66.55,528,1.41,12.63,42.53,1.21
Kohima,Nagaland,2021,1318761,39972,91,41,45.38,79.65,252,65.82,2.59,54.04,78.5
Hubli,Karnataka,2024,473352,39241,36,19,55.68,50.22,364,33.74,40.63,49.51,25.4
Madurai,Tamil Nadu,2020,1862654,46348,86,35,13.04,44.12,79,54.46,96.08,66.63,82.03
Warangal,Telangana,2022,1664375,48589,92,24,34.54,85.69,293,51.57,62.23,86.86,30.49
Kozhikode,Kerala,2023,1729927,26943,8,34,47.61,85.61,384,29.2,13.8,2.27,29.77
Gangtok,Sikkim,2021,649230,23547,63,22,14.34,41.18,258,57.85,8.28,3.14,10.78
Kozhikode,Kerala,2020,1595360,43406,60,2,25.96,40.7,539,83.65,72.34,51.77,39.43
Mysuru,Karnataka,2023,524117,14439,16,31,58.49,75.23,684,22.43,92.9,57.2,44.03
Rohtak,Haryana,2025,1040983,14073,26,7,59.55,51.43,587,39.33,22.54,67.6,8.46
Puducherry,Puducherry,2024,455670,21213,17,27,56.18,93.01,643,43.6,79.11,14.25,93.58
Muzaffarpur,Bihar,2024,708367,37166,50,23,26.8,58.63,719,91.62,91.41,47.13,79.8
Amravati,Maharashtra,2020,449723,15295,45,41,17.97,81.06,14,42.68,26.09,89.39,68.91
Panipat,Haryana,2025,1346308,21672,20,19,28.33,71.99,833,68.35,12.12,5.73,44.19
Thanjavur,Tamil Nadu,2024,1447563,46157,81,44,34.28,83.95,430,15.72,84.07,49.9,6.65
Solapur,Maharashtra,2020,1386495,9953,80,48,57.37,51.86,476,19.93,34.55,78.13,78.36
Bhavnagar,Gujarat,2021,1115597,31488,70,7,55.28,71.77,324,40.62,62.02,40.67,14.75
Port Blair,Andaman and Nicobar Islands,2020,769471,35935,72,11,22.9,69.82,101,40.58,11.74,13.09,80.07
Visakhapatnam,Andhra Pradesh,2023,1169255,30664,26,34,40.47,79.23,962,2.25,58.15,23.2,6.38
Salem,Tamil Nadu,2022,1667876,42751,20,21,24.99,85.75,959,72.58,53.38,85.08,61.69
Visakhapatnam,Andhra Pradesh,2023,362184,39749,7,38,18.73,41.59,795,54.12,88.55,42.63,31.71
Meerut,Uttar Pradesh,2024,910753,9085,37,24,50.72,78.62,636,49.3,41.93,90.93,49.72
Vellore,Tamil Nadu,2025,608556,3390,15,40,46.17,46.98,566,5.67,41.63,53.66,23.28
Durgapur,West Bengal,2025,1017404,7242,56,6,56.99,66.63,600,58.93,40.06,84.56,37.71
Saharanpur,Uttar Pradesh,2023,1564658,21953,79,38,56.57,53.86,357,99.35,79.84,69.34,80.33
Thanjavur,Tamil Nadu,2021,1636475,44487,89,10,24.49,94.16,537,50.89,22.23,51.78,6.9
Gwalior,Madhya Pradesh,2024,1711848,20907,43,44,43.01,42.85,96,0.41,29.42,19.57,60.38
Gwalior,Madhya Pradesh,2022,1612467,32630,73,43,25.68,84.33,309,55.12,86.22,54.17,59.92
Shillong,Meghalaya,2022,1305068,34941,7,40,53.03,56.89,982,34.79,16.96,22.46,0.63
Gwalior,Madhya Pradesh,2020,1772073,24525,91,44,57.81,54.91,658,45.09,26.41,33.97,90.76
Nellore,Andhra Pradesh,2020,1653891,19993,36,11,26.88,84.98,988,4.84,3.66,6.46,67.26
Kolhapur,Maharashtra,2024,1471698,2053,59,17,51.45,70.8,787,10.17,51.69,47.68,30.19
Kohima,Nagaland,2021,1575808,26025,74,21,46.33,76.17,109,29.19,11.26,13.49,22.11
Agartala,Tripura,2022,1428809,42132,88,4,43.74,80.05,562,50.04,60.03,18.93,13.15
Jabalpur,Madhya Pradesh,2023,963326,30406,18,8,53.6,91.39,503,77.8,57.82,58.55,77.95
Salem,Tamil Nadu,2025,541569,28691,31,22,16.82,73.82,0,78.0,47.65,51.08,93.57
Bhavnagar,Gujarat,2025,1091539,26093,55,25,31.38,60.89,479,15.91,72.35,90.46,18.36
Jalandhar,Punjab,2023,394117,22091,67,18,17.37,63.93,274,57.87,0.83,65.28,30.64
Puducherry,Puducherry,2024,1354625,1737,86,4,10.53,94.4,567,71.87,22.56,0.08,66.59
Aizawl,Mizoram,2022,1832496,9539,39,8,37.89,64.11,551,60.86,35.37,59.42,64.55
Ranchi,Jharkhand,2023,1226792,45868,32,5,21.38,86.12,685,22.05,2.9,57.33,32.47
Puducherry,Puducherry,2021,591494,2676,64,46,26.29,74.97,969,50.56,35.01,8.88,23.37
Amravati,Maharashtra,2020,363578,14852,44,15,20.56,49.26,364,41.49,91.58,61.12,29.44
Agartala,Tripura,2024,958045,43435,87,34,21.56,89.26,720,13.3,27.94,95.89,70.53
Guntur,Andhra Pradesh,2024,1148358,49623,14,29,56.08,93.58,74,51.55,13.03,51.92,24.61
Jalandhar,Punjab,2025,1497064,30370,44,36,24.2,87.68,317,8.15,7.85,83.56,64.13
Hubli,Karnataka,2024,886600,27664,32,5,59.43,42.75,768,26.13,83.24,34.61,71.46
Port Blair,Andaman and Nicobar Islands,2021,231002,35280,62,46,52.28,59.99,830,43.07,78.45,71.21,90.03
Puducherry,Puducherry,2024,1997982,4632,2,14,54.91,87.95,294,86.84,5.62,11.76,6.37
Agartala,Tripura,2025,1290094,29803,40,1,43.37,46.01,879,47.35,21.61,84.71,34.17
Meerut,Uttar Pradesh,2024,750052,48625,83,21,30.62,73.39,789,70.44,29.38,95.3,87.66
Imphal,Manipur,2024,1787678,28975,91,42,40.86,49.84,482,98.07,61.56,42.07,49.98
Jabalpur,Madhya Pradesh,2023,1325309,30382,46,29,34.76,84.75,801,29.37,7.18,16.95,9.55
Nellore,Andhra Pradesh,2021,1174387,16502,92,8,23.62,63.98,427,4.38,74.53,67.99,6.46
Ujjain,Madhya Pradesh,2023,941993,40882,48,31,39.86,73.23,827,98.08,53.41,8.92,36.78
Muzaffarpur,Bihar,2025,1727085,17490,32,33,21.77,44.03,909,44.09,1.31,0.89,28.84
Panipat,Haryana,2024,1983329,23457,15,48,55.34,62.52,580,0.92,70.25,40.05,28.8
Thanjavur,Tamil Nadu,2025,646622,38116,68,35,25.73,84.01,864,64.32,43.95,0.53,47.68
Kohima,Nagaland,2024,1009605,35237,21,23,42.63,48.7,167,73.12,72.77,27.74,98.98
Jabalpur,Madhya Pradesh,2025,318900,9923,77,18,17.64,68.69,188,81.25,35.08,14.36,59.55
Shillong,Meghalaya,2021,1204507,13331,35,10,21.55,60.29,734,79.16,2.55,68.04,23.56
Visakhapatnam,Andhra Pradesh,2024,1093592,40584,99,2,30.77,91.03,129,56.63,16.48,99.71,49.89
Itanagar,Arunachal Pradesh,2024,416962,15719,92,26,54.48,63.59,875,65.47,39.7,27.6,61.41
Udaipur,Rajasthan,2024,1469272,33375,22,11,20.73,58.77,899,83.05,51.45,24.99,69.45
Tiruchirappalli,Tamil Nadu,2020,1860023,10112,5,32,25.84,68.43,426,19.38,23.0,75.88,73.03
Mysuru,Karnataka,2023,1442706,32475,91,6,13.56,64.55,798,27.21,26.97,70.43,92.84
Aizawl,Mizoram,2022,1628962,45579,76,11,54.82,49.87,108,67.68,4.71,65.97,47.83
Dehradun,Uttarakhand,2023,1200752,22528,8,16,59.7,45.15,489,99.56,68.59,6.82,40.19
Gwalior,Madhya Pradesh,2020,461172,26140,86,36,58.86,66.9,797,17.33,85.71,57.73,5.94
Silchar,Assam,2021,644318,42750,84,2,35.66,90.01,262,67.96,49.76,75.34,29.11
Ranchi,Jharkhand,2020,399695,35663,93,42,21.24,70.44,581,33.85,43.12,92.57,44.07
Salem,Tamil Nadu,2021,632434,13787,45,44,48.12,77.61,108,47.83,85.81,16.17,75.71
Salem,Tamil Nadu,2020,903159,9616,92,39,21.52,45.41,812,36.83,67.5,35.1,34.13
Meerut,Uttar Pradesh,2021,377955,4233,72,23,20.53,93.85,930,36.45,5.54,29.75,13.03
Cuttack,Odisha,2020,1756390,35215,97,36,36.1,71.68,50,95.58,50.46,51.78,98.41
Madurai,Tamil Nadu,2023,290256,48896,76,42,26.88,92.55,505,4.65,15.47,36.27,2.07
Puducherry,Puducherry,2022,868179,42970,54,49,59.23,77.34,110,27.82,95.79,7.69,39.7
Muzaffarpur,Bihar,2022,1641978,16712,16,14,33.75,45.36,233,31.61,79.57,44.5,47.53
Puducherry,Puducherry,2024,193553,27980,21,29,24.98,46.98,681,73.73,1.46,48.81,32.57
Aligarh,Uttar Pradesh,2022,1053095,34260,63,6,32.35,40.19,488,38.72,51.37,50.38,95.56
Guntur,Andhra Pradesh,2020,786832,31726,36,15,15.86,67.89,133,47.76,67.86,61.49,40.71
Silchar,Assam,2024,694957,13696,97,19,41.87,57.47,907,76.91,71.85,49.16,44.34
Ujjain,Madhya Pradesh,2021,1015124,16614,55,28,49.81,65.09,80,68.31,37.44,87.04,78.03
Salem,Tamil Nadu,2023,1582108,20432,26,18,21.39,52.97,612,45.41,55.51,93.27,53.16
Shillong,Meghalaya,2023,577521,8157,15,37,59.34,53.85,579,9.92,57.88,80.55,26.18
Hubli,Karnataka,2020,885866,31194,4,29,21.84,90.52,306,48.84,70.88,4.27,32.81
Silchar,Assam,2020,1838219,17335,32,31,50.66,48.98,809,57.44,92.08,91.71,23.0
Durgapur,West Bengal,2021,340503,40096,82,28,50.81,94.79,551,11.98,43.78,63.05,71.92
Muzaffarpur,Bihar,2023,272216,34224,87,5,46.68,88.41,190,42.21,94.06,11.28,65.09
Rohtak,Haryana,2022,1936404,173,78,3,18.82,68.4,436,21.28,41.43,52.78,50.45
Aligarh,Uttar Pradesh,2022,905907,20168,53,22,29.04,81.99,726,53.09,97.59,53.53,44.77
Solapur,Maharashtra,2025,551111,47440,63,18,50.16,86.26,61,37.63,65.5,38.12,92.73
Nellore,Andhra Pradesh,2020,531342,22943,69,3,44.0,64.79,987,3.19,92.66,72.15,51.08
Visakhapatnam,Andhra Pradesh,2020,311724,17949,26,18,30.95,83.69,654,30.08,0.81,18.54,21.09
Madurai,Tamil Nadu,2022,455810,28122,76,41,55.19,94.75,275,31.05,25.98,48.39,65.96
Jamnagar,Gujarat,2021,636040,11048,40,6,22.57,83.13,733,34.39,72.63,27.43,17.53
Muzaffarpur,Bihar,2024,1358615,45863,53,13,28.34,42.11,915,53.74,55.47,65.19,50.58
Durgapur,West Bengal,2023,146381,37994,73,29,23.8,75.04,800,46.14,52.8,12.71,5.94
Nanded,Maharashtra,2025,751499,5060,1,19,18.36,77.66,418,45.21,33.31,47.39,62.16
Vellore,Tamil Nadu,2020,1140107,27318,78,9,51.48,67.22,16,56.28,29.4,20.91,14.04
Hubli,Karnataka,2022,113171,3185,97,23,28.87,54.81,169,3.64,69.67,12.99,95.53
Nellore,Andhra Pradesh,2023,1328656,26858,62,38,14.91,54.33,958,56.59,93.08,30.83,18.08
Tiruchirappalli,Tamil Nadu,2020,1509728,9960,46,35,55.11,69.04,284,99.55,42.16,51.02,7.5
Meerut,Uttar Pradesh,2023,1114781,24659,26,28,26.88,58.07,345,4.03,2.18,53.44,99.72
Kakinada,Andhra Pradesh,2020,1159617,10617,87,34,34.63,73.91,819,14.78,74.71,45.8,7.68
Bilaspur,Chhattisgarh,2021,1604650,23391,94,17,43.67,67.8,241,5.24,62.5,58.32,20.97
Kakinada,Andhra Pradesh,2025,518396,41437,89,49,44.66,63.4,559,25.36,25.62,82.05,46.31
Muzaffarpur,Bihar,2024,978672,37272,78,42,29.57,64.06,283,25.62,71.36,15.49,52.34
Kakinada,Andhra Pradesh,2024,147972,22216,2,3,46.15,70.05,167,74.71,49.18,24.11,27.9
Vellore,Tamil Nadu,2020,1396361,19895,32,46,16.05,91.36,704,93.26,61.7,38.96,88.73
Solapur,Maharashtra,2023,1420850,6157,87,24,13.87,55.92,435,68.3,32.54,87.13,59.8
Solapur,Maharashtra,2021,227301,23054,47,27,24.55,61.32,789,78.57,28.76,27.54,5.75
Muzaffarpur,Bihar,2025,390397,39811,6,38,57.27,81.14,503,35.79,35.43,35.43,30.96
Gwalior,Madhya Pradesh,2024,1187304,34567,60,26,24.29,60.43,603,12.36,75.3,59.94,58.86
Guntur,Andhra Pradesh,2022,1707090,5298,29,14,33.61,92.08,103,66.56,95.6,51.69,94.01
Gwalior,Madhya Pradesh,2021,628772,23194,79,26,14.74,40.22,140,70.32,83.89,30.43,1.46
Aligarh,Uttar Pradesh,2021,213204,31340,1,11,41.63,91.78,396,44.65,61.17,93.02,73.91
Saharanpur,Uttar Pradesh,2023,1739707,15636,11,29,57.35,91.27,708,5.96,32.01,28.3,41.62
Bilaspur,Chhattisgarh,2024,913039,19004,56,5,26.16,90.82,637,2.27,36.84,14.44,88.28
Gwalior,Madhya Pradesh,2020,1788008,23671,93,23,44.76,90.84,983,5.79,64.82,91.34,44.81
Vellore,Tamil Nadu,2023,1029684,34421,45,19,54.36,88.75,85,82.01,95.15,41.03,69.76
Solapur,Maharashtra,2023,927994,16151,86,39,51.55,84.0,998,3.35,6.16,26.08,74.49
Panipat,Haryana,2023,667648,13322,42,37,12.17,64.36,385,29.98,24.91,58.92,47.1
Kozhikode,Kerala,2025,311455,18,29,42,11.84,86.18,862,42.8,63.59,92.82,84.46
Amravati,Maharashtra,2022,757869,46240,36,39,43.62,92.26,910,61.04,92.92,51.81,73.66
Aligarh,Uttar Pradesh,2025,215292,18754,89,27,49.48,69.09,202,48.34,96.09,18.56,11.1
Jabalpur,Madhya Pradesh,2023,1321320,44855,23,36,46.71,48.25,871,20.27,78.12,16.15,31.24
Ranchi,Jharkhand,2025,1347759,23892,59,2,48.3,41.22,689,72.02,59.36,71.52,23.01
Hubli,Karnataka,2023,1631357,38168,42,47,21.2,45.09,113,69.8,28.75,1.31,93.18
Cuttack,Odisha,2020,1033263,7517,38,5,16.7,76.41,317,87.11,2.44,55.72,38.39
Amravati,Maharashtra,2025,1439649,1019,93,39,51.56,53.76,253,4.62,18.54,38.79,36.1
Vijayawada,Andhra Pradesh,2025,615806,28684,70,21,16.67,48.98,838,71.93,50.45,90.5,97.3
Tirupati,Andhra Pradesh,2020,849031,35173,62,21,21.34,93.06,464,90.73,12.06,73.21,29.15
Aligarh,Uttar Pradesh,2023,1043368,38840,69,43,49.75,92.26,101,83.59,44.18,65.43,33.44
Shillong,Meghalaya,2022,1484765,29866,90,19,16.97,55.99,152,83.67,99.94,37.72,92.44
Panipat,Haryana,2025,1193025,27245,10,41,36.73,44.0,766,36.67,6.28,61.32,92.67
Jalandhar,Punjab,2025,182131,3529,10,31,16.65,88.56,205,20.05,28.5,23.55,64.5
Vijayawada,Andhra Pradesh,2022,562742,28040,11,47,10.46,77.43,427,36.1,61.67,86.44,9.29
Rajahmundry,Andhra Pradesh,2024,1117702,12254,93,1,59.2,57.37,899,61.09,7.79,66.67,48.85
Bilaspur,Chhattisgarh,2020,1004884,30858,6,47,31.76,73.83,724,74.6,56.48,71.03,15.33
Durgapur,West Bengal,2023,1006824,1012,62,43,40.63,60.95,277,32.59,98.74,86.85,82.57
Solapur,Maharashtra,2023,531526,37289,42,13,18.57,43.99,622,9.03,84.75,33.42,63.82
Port Blair,Andaman and Nicobar Islands,2024,255531,21755,77,40,40.21,86.65,284,10.38,2.74,97.65,95.65
Kozhikode,Kerala,2022,1261179,12215,87,36,24.67,91.52,723,10.89,82.93,2.05,45.05
Nanded,Maharashtra,2022,674718,28206,6,24,17.5,77.32,750,44.95,47.04,32.42,74.34
Nellore,Andhra Pradesh,2023,1738776,40910,81,2,20.59,49.06,122,77.79,1.62,52.95,33.74
Tiruchirappalli,Tamil Nadu,2025,831067,33144,25,35,57.38,59.9,287,49.81,60.04,58.35,63.07
Panipat,Haryana,2021,1552348,28552,51,2,34.43,80.27,864,71.17,51.74,25.06,75.64
Ranchi,Jharkhand,2024,737958,17272,89,9,57.04,61.4,315,1.69,64.13,76.67,33.47
Rajahmundry,Andhra Pradesh,2021,1267035,27450,21,46,59.16,45.55,159,86.24,53.04,47.59,84.83
Jalandhar,Punjab,2023,938333,24584,29,7,34.03,60.07,248,97.73,37.89,29.73,9.0
Kozhikode,Kerala,2020,1406867,44088,15,7,52.11,87.25,946,93.06,79.92,27.82,63.88
Rohtak,Haryana,2021,1537962,37025,31,38,27.89,76.35,395,35.31,80.38,60.11,97.4
Ranchi,Jharkhand,2023,1870620,24616,81,45,50.9,86.53,240,22.99,55.72,25.38,94.0
Kakinada,Andhra Pradesh,2020,1934192,3447,85,15,45.84,78.93,115,42.87,90.76,56.89,47.59
Madurai,Tamil Nadu,2022,1329730,13681,36,36,28.17,73.45,707,27.66,20.58,25.85,14.66
Durgapur,West Bengal,2024,495656,23397,9,18,27.8,51.29,333,2.24,85.93,27.41,50.31
Aizawl,Mizoram,2021,900851,36554,41,17,20.59,65.97,214,43.63,28.88,31.94,0.39
Ranchi,Jharkhand,2025,1158735,24491,79,7,49.88,73.44,587,0.52,68.28,80.8,90.2
Puducherry,Puducherry,2023,871894,31667,59,7,14.18,91.13,538,0.47,7.3,68.12,29.02
Warangal,Telangana,2021,998791,49089,1,27,22.22,42.45,607,26.0,82.13,55.22,20.55
Mysuru,Karnataka,2022,1726199,39005,77,11,29.87,42.77,53,57.16,13.34,45.69,3.69
